"","MLS","sold_price","zipcode","longitude","latitude","lot_acres","taxes","year_built","bedrooms","bathrooms","sqrt_ft","garage","kitchen_features","fireplaces","floor_covering","HOA"
"3273","21213334","565000","85718","-110.895226","32.326256","0.8","4157.08","1972","3","5","3401","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile, Mexican Tile, Wood","0"
"3274","21213515","575000","85718","-110.933327","32.336883","1.6","3745.74","1989","2","2","2406","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Natural Stone, Other","110"
"3275","21211721","572000","85750","-110.831145","32.297721","0.45","4517.62","1993","3","3","3004","3","Dishwasher, Garbage Disposal, Microwave, Oven","3","Carpet, Ceramic Tile","50"
"3276","21131063","570000","85749","-110.78708","32.295865","3.3","7046.07","2002","7","4","3775","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Concrete, Natural Stone","0"
"3277","21211668","559310","85718","-110.92302","32.30549","2.83","6957","1970","3","3","2675","0","Dishwasher, Refrigerator","1","Carpet, Concrete, Natural Stone","0"
"3278","21218611","580000","85755","-111.001194","32.425591","3.31","5841.2","2005","5","3","3119","3","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Natural Stone","0"
"3279","21222702","555000","85739","-110.891135","32.53483","0.32","3646.84","2005","5","3","3408","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","134"
"3280","21223424","575000","85718","-110.910144","32.319105","0.16","4451","2005","3","3","2462","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","145"
"3281","21214107","552500","85718","-110.880019","32.313966","0.8","4967.81","1978","5","5","4200","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Mexican Tile","21"
"3282","21219768","505000","85704","-111.000907","32.335082","5.25","7668","1947","8","7","8914","2","Refrigerator, Oven","3","Carpet, Ceramic Tile, Natural Stone","0"
"3283","21227882","570000","85745","-111.066408","32.252701","2.2","5467.51","1989","4","3","3750","2","Dishwasher, Garbage Disposal, Oven","1","Mexican Tile","35"
"3284","21211305","576000","85718","-110.909048","32.320107","0.2","4234","1986","3","3","2886","3","Dishwasher, Refrigerator","1","Ceramic Tile","295"
"3285","21200834","560000","85750","-110.844542","32.324758","0.22","5177","1999","4","3","2936","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Carpet, Ceramic Tile","117"
"3286","21301742","560000","85718","-110.91997","32.316634","0.94","4516.21","2003","3","3","3085","2","Compactor, Dishwasher, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","175"
"3287","21611603","585000","85750","-110.856319","32.314017","0.85","6394","1980","4","3","3264","4","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","44"
"3288","21229725","550000","85750","-110.871903","32.319951","1.01","4132.9","1989","3","3","2870","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile, Natural Stone","0"
"3289","21301816","585000","85749","-110.687571","32.246721","3.6","3737.36","1977","4","3","3430","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Natural Stone","25"
"3290","21306048","560000","85718","-110.919567","32.316771","0.13","4517","2003","3","3","3085","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","175"
"3291","21222894","587500","85750","-110.834238","32.311079","1.01","4481.68","1991","4","3","3251","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave","3","Carpet, Concrete, Mexican Tile","0"
"3292","21310466","580000","85716","-110.925005","32.233103","0.16","3968.19","1993","4","3","3047","2","Dishwasher, Garbage Disposal, Oven","1","Concrete, Mexican Tile, Wood","0"
"3293","21230426","585000","85755","-110.98408","32.427076","1.19","7548.84","2002","4","3","3831","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Natural Stone","66"
"3294","21304230","580000","85750","-110.85849","32.283997","1.08","5071","1980","4","3","3151","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Mexican Tile, Wood","2"
"3295","21312111","552000","85718","-110.883238","32.323465","1.33","5945.61","1969","4","6","4017","2","Dishwasher, Garbage Disposal, Oven","3","Carpet, Ceramic Tile, Wood","140"
"3296","21230165","550000","85658","-111.054993","32.417093","0.18","5062.98","2008","4","3","2492","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Concrete","51"
"3297","21312261","581750","85750","-110.868639","32.328159","1.03","4308.84","1999","4","4","2626","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","37"
"3298","21310561","580000","85737","-110.988321","32.38243","1","4955.57","1998","5","3","3170","3","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Ceramic Tile, Wood","41"
"3299","21301272","579000","85622","-111.00541","31.838958","1.59","3689","2007","2","3","2504","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","100"
"3300","21321125","611000","85718","-110.876467","32.305228","0.83","6348","2003","5","4","3211","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","12"
"3301","21326013","575200","85718","-110.919914","32.316423","0.94","5247.76","2003","4","3","3085","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile","175"
"3302","21332742","594000","85704","-110.980331","32.327486","1.07","4709","1982","4","3","3283","2","Dishwasher, Garbage Disposal, Microwave, Oven","4","Carpet, Mexican Tile, Wood","62"
"3303","21326257","585000","85749","-110.730073","32.263938","0.87","4147","1997","4","4","3363","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","25"
"3304","21711332","585000","85718","-110.936205","32.333582","1.01","6138","1991","4","3","2677","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Mexican Tile","0"
"3305","21700182","590000","85755","-110.98255","32.45824","0.34","5794.2","2003","4","3","3322","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","97"
"3306","21703869","587500","85750","-110.839427","32.314078","0.83","5933.95","1991","5","4","3483","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile, Wood","62"
"3307","21714652","575000","85750","-110.849218","32.277976","1.33","6966.76","1991","5","5","3949","3","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz","2","Ceramic Tile","0"
"3308","21717508","575000","85747","-110.728163","32.119495","3.7","6042","1981","3","3","3944","3","Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Mexican Tile","0"
"3309","21720041","586000","85730","-110.751164","32.167513","2.28","7057.83","2004","4","3","3710","3","Dishwasher, Microwave, Oven","1","Carpet, Ceramic Tile","65"
"3310","21706619","583000","85718","-110.910699","32.311892","0.18","5693.65","2007","3","3","2994","2","Dishwasher, Double Sink, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: granite","2","Carpet, Natural Stone","154"
"3311","21613567","549000","85619","-110.754285","32.440173","0.37","10314.67","2015","3","2","2855","0","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite","1","Natural Stone, Wood","25"
"3312","21722831","585000","85658","-111.121166","32.46557","0.19","1314.22","2016","4","3","2895","4","Dishwasher","0","Carpet, Ceramic Tile","75"
"3313","21626143","510000","85704","-110.991301","32.332834","0.85","2259","2016","3","3","3181","3","Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator","1","Concrete","0"
"3314","21710110","595000","85637","-110.618357","31.671827","41.5","4729.12","2000","4","3","2102","2","Dishwasher, Garbage Disposal, Refrigerator","1","Concrete","0"
"3315","21728793","6e+05","85718","-110.950197","32.315649","0.8","6009.66","1987","4","3","3146","3","Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: Yes, Oven: Yes","1","Carpet, Mexican Tile, Wood","5"
"3316","21724739","580000","85745","-111.111737","32.289954","3.48","5836.87","2000","4","3","2909","3","Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Viking, Oven: Viking","1","Carpet, Mexican Tile","78.09"
"3317","21800213","6e+05","85750","-110.829209","32.28195","0.39","6896.21","2003","4","4","3377","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite","1","Carpet, Ceramic Tile","125"
"3318","21800490","599000","85718","-110.920571","32.295679","1","7602.16","1999","4","3","3275","3","Dishwasher, Electric Range, Garbage Disposal, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: TILE","2","Mexican Tile, Natural Stone","145.83"
"3319","21731578","579000","85745","-111.059313","32.232718","0.34","5345.96","2003","4","3","3101","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Included, Oven: Included","1","Carpet, Ceramic Tile","55"
"3320","21614011","550000","85637","-110.710165","31.66365","81.2","2016","1982","4","4","2051","6","Dishwasher, Refrigerator","1","Carpet, Ceramic Tile","10"
"3321","21731956","575000","85739","-110.865557","32.55071","0.19","4412.86","2003","3","3","2855","3","Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: ., Oven: .","1","Carpet, Ceramic Tile","175"
"3322","21802459","595000","85737","-110.999379","32.395892","0.29","5003.79","2015","4","4","2893","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Built-in","1","Carpet, Ceramic Tile","90"
"3323","21807115","580000","85750","-110.873233","32.314695","1.14","6124.5","1980","5","4","3638","2","Dishwasher, Garbage Disposal, Refrigerator","1","Carpet, Ceramic Tile, Wood","42"
"3324","21724655","575000","85718","-110.958922","32.303449","1.29","3458","1968","5","4","4018","6","Dishwasher, Double Sink, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless","0","Carpet, Ceramic Tile, Wood","0"
"3325","21804945","475000","85623","-110.750432","32.594412","6.62","5895","1991","4","3","2612","2","Dishwasher, Electric Range, Garbage Disposal, Pantry: Closet, Refrigerator","1","Carpet, Mexican Tile","78.09"
"3326","21726223","575000","85637","-110.701272","31.684084","20","7497.94","2006","3","2","2573","2","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite","2","Carpet, Ceramic Tile, Wood","78.09"
"3327","21730340","580000","85755","-110.96441","32.442655","0.33","3909.63","2012","4","3","3285","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Appliance Color: Stainless, Countertops: Ganite","0","Carpet, Ceramic Tile","145"
"3328","21807754","599000","85739","-110.85909","32.535727","0.21","4360.02","2004","3","3","2668","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Countertops: Granite, Microwave: ., Oven: .","1","Carpet, Ceramic Tile","199"
"3329","21721821","560000","85718","-110.905129","32.325029","0.8","6991.28","1993","4","4","3254","2","Dishwasher, Gas Range, Island, Refrigerator, Appliance Color: White","1","Carpet, Ceramic Tile, Wood","78.09"
"3330","21807498","585000","85737","-110.969727","32.406742","0.37","5893","2003","3","3","2507","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: -","3","Carpet, Ceramic Tile, Wood","50"
"3331","21817011","563000","85745","-111.068684","32.256107","4.49","8492.11","1990","4","4","3992","3","Desk, Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Pantry: Closet, Refrigerator, Appliance Color: Almond, Oven: double range","1","Carpet, Ceramic Tile","78.09"
"3332","21809107","570000","85718","-110.930961","32.343511","1.32","6710.61","1987","5","5","3960","2","Compactor, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Oven","1","Carpet, Ceramic Tile, Wood","100"
"3333","21810005","532500","85624","-110.722809","31.619034","93.06","3450.34","1995","4","4","2503","2","Desk, Dishwasher, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Corian","1","Carpet, Ceramic Tile, Vinyl","10"
"3334","21821697","569900","85755","-110.998089","32.429031","3.4","7267.01","1999","4","3","3288","3","Dishwasher, Garbage Disposal, Refrigerator","1","Carpet, Concrete","78.09"
"3335","21822996","562500","85750","-110.866735","32.328649","0.69","5933.38","1992","3","3","3136","2","Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: GRANITE, Microwave: Black, Oven: ELECTRIC","0","Carpet, Mexican Tile, Natural Stone","44"
"3336","21824995","579900","85749","-110.777557","32.245865","1.33","5939","1994","4","3","4033","3","Dishwasher, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Countertops: Granite","1","Carpet, Ceramic Tile, Mexican Tile","42"
"3337","21808623","570000","85743","-111.08221","32.309444","3.37","6214.69","2001","4","3","2790","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Appliance Color: Stainless, Countertops: Quartz","2","Carpet, Ceramic Tile","135"
"3338","21823982","567500","85739","-110.860486","32.538818","0.24","4636.3","2004","4","4","3482","3","Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: ., Oven: .","1","Carpet, Ceramic Tile","199"
"3339","21829407","540000","85749","-110.780466","32.25152","1.49","4034.02","1989","4","4","3033","11","Dishwasher, Double Sink, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: granite, Microwave: two, Oven: two","1","Natural Stone","78.09"
"3340","21824795","590000","85739","-110.887357","32.458454","2","3655.14","1996","4","3","2736","2","Compactor, Desk, Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double wall","2","Other: Saltillo tile","78.09"
"3341","21901208","599000","85737","-111.010366","32.417676","0.47","5561.76","2015","4","3","2994","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: SS, Oven: SS","0","Carpet, Ceramic Tile","100"
"3342","21830161","595000","85718","-110.949393","32.307094","0.82","4691.7","1969","4","3","3072","4","Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Corian","1","Ceramic Tile, Concrete, Mexican Tile","8.33"
"3343","21904102","575000","85712","-110.889663","32.262166","0.18","5141.35","2001","2","3","2230","2","Dishwasher, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite/Tile, Microwave: Black, Oven: Stainless","1","Concrete","102"
"3344","21905674","583000","85715","-110.84995","32.251469","1.05","5968","1973","4","3","3366","0","Dishwasher","1","Ceramic Tile, Wood","78.09"
"3345","21905640","568500","85750","-110.854545","32.283338","1.18","4984.61","1984","3","2","2263","2","Dishwasher, Garbage Disposal, Gas Range, Refrigerator","1","Carpet, Natural Stone","110"
"3346","21906345","570000","85641","-110.65796","32.085306","2.45","6711","2006","4","4","2868","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Oven: Double","0","Ceramic Tile, Wood","10"
"3347","21823680","567000","85718","-110.889291","32.326712","0.82","4202.66","1971","2","2","2528","2","Dishwasher, Electric Range, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Honed granite, Oven: 2 elec/convect/micro","1","Ceramic Tile, Wood","259"
"3348","3050843","579000","85622","-111.005401","31.838947","1.6","3689","2007","2","3","list(2379)","3","Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave, Oven","2","Carpet, Ceramic Tile","100"
"3349","3052794","540000","85622","-111.001859","31.837066","0.95","4093.07","2006","3","4","list(list(NA))","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven","1","Ceramic Tile, Other: 20 x 20 on Diagonal","100"
"3350","21907417","560000","85718","-110.922188","32.334463","0.83","6334.26","1986","4","3","3181","2","Dishwasher, Double Sink, Electric Range, Garbage Disposal, Refrigerator","3","Carpet, Ceramic Tile","78.09"
"3351","21905428","525000","85641","-110.799538","31.945596","1","6063.46","2007","4","3","3306","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite Slab, Microwave: Countertop, Oven: Double","1","Carpet, Ceramic Tile","170"
"3352","21909934","575000","85742","-111.087247","32.386384","3.31","4562.12","2001","3","2","2210","3","Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Refrigerator, Microwave: Built-in","1","Carpet, Ceramic Tile","78.09"
"3353","21824107","575000","85737","-110.99177","32.403061","0.78","7548.67","2001","3","3","2735","3","Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Oven: Double wall","1","Carpet, Natural Stone","65"
"3354","21910765","589000","85755","-110.981835","32.43139","0.52","5749","2002","3","3","2678","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave: -, Oven: -","1","Carpet, Ceramic Tile, Wood","12"
"3355","21913284","6e+05","85750","-110.830918","32.292614","0.23","5285.06","2006","4","3","3515","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Countertops: Granite, Microwave:  Built In, Oven: Double","1","Carpet, Ceramic Tile, Natural Stone","101"
"3356","21913958","573000","85749","-110.806217","32.267546","0.78","5111.07","1995","4","4","3436","3","Dishwasher, Electric Range, Garbage Disposal, Pantry: Walk-In, Reverse Osmosis, Appliance Color: Black","2","Carpet, Ceramic Tile","45"
"3357","4115314","5e+05","85646","-111.069587","31.619429","4.14","4875.24","1992","2","3.5","3623","2","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Tile, Microwave: Built-In, Oven: Single","3","Mexican Tile","78.09"
"3358","4115998","575000","85648","-111.037132","31.485971","4.63","5667.26","2013","5","5","4418","4","Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-In, Oven: Double","2","Carpet, Ceramic Tile","78.09"
"3359","21917386","6e+05","85658","-111.051857","32.412283","0.21","5921.78","2007","5","4","3498","3","Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double/Stainless","3","Carpet, Ceramic Tile","24"
"3360","21916901","599000","85742","-111.017577","32.352375","0.98","6809.54","1985","4","4","4826","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: SS","3","Carpet, Ceramic Tile, Wood","13"
"3361","21910627","590000","85750","-110.844128","32.325463","0.18","5747.46","1999","3","3","2747","2","Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Countertops: granite, Oven: Double","1","Carpet, Ceramic Tile, Laminate","150"
"3362","21905380","584260","85755","-110.985768","32.464305","0.3","14260.21","2019","2","3","2320","3","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Gas","0","Carpet, Ceramic Tile","487.88"
"3363","21916849","596000","85704","-110.995754","32.331572","1","5687.03","2003","4","4","2854","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: Black, Oven: Black","1","Carpet, Ceramic Tile, Wood","78.09"
"3364","21916460","550000","85718","-110.895182","32.280369","3.95","3174.94","1956","4","3","2539","0","Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: stainless","1","Carpet, Concrete","78.09"
"3365","21925268","589000","85749","-110.779169","32.299612","0.49","5878.32","1996","4","4","3217","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Tile","0","Carpet, Ceramic Tile, Mexican Tile","212.38"
"3366","21903172","562000","85739","-110.869624","32.54934","0.19","4865.54","1998","3","3","3555","3","Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: built-in, Oven: Built-in","3","Carpet, Ceramic Tile","180"
"3367","21625020","6e+05","85614","-110.978365","31.823326","3","5493","2010","3","3","2840","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Concrete","37"
"3368","3059616","6e+05","85614","-110.978365","31.823326","3","5493","2010","3","3","list(3410)","2","Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Powder coated ss, Microwave, Oven","1","Concrete","37"
"3369","21727513","587500","85718","-110.888995","32.273159","3.67","5179.56","1963","5","7","3833","4","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite Tile, Microwave: oven, Oven: oven","2","Carpet, Natural Stone, Wood","10.83"
"3370","21703492","576000","85739","-110.860543","32.539054","0.24","4042.86","2004","4","3","3220","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","199"
"3371","21626879","570000","85718","-110.903945","32.315942","0.14","4236.75","1987","2","3","2661","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Mexican Tile","200"
"3372","21630690","563500","85718","-110.912965","32.320915","0.15","4853.76","1995","3","3","2589","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Mexican Tile","185"
"3373","21709118","595000","85749","-110.734245","32.262244","1.39","4726","1992","4","3","3640","3","Dishwasher, Garbage Disposal, Refrigerator","2","Carpet, Mexican Tile","0"
"3374","21328910","540000","85716","-110.924839","32.227542","0.7","6617","1948","4","4","3465","0","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven","2","Carpet, Ceramic Tile, Vinyl","0"
"3375","21514171","568000","85750","-110.859501","32.321646","1.5","7358.89","1991","5","4","4081","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Other","40"
"3376","21616248","559000","85718","-110.936117","32.342394","0.83","5170","1985","3","3","2941","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","1","Carpet, Mexican Tile","100"
"3377","21629191","598000","85750","-110.820187","32.267488","2.5","5304","1951","3","4","3597","0","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet","0"
"3378","21629486","585000","85614","-110.942704","31.897662","0.21","4578.68","2011","4","5","2931","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","158"
"3379","21320496","570000","85704","-110.965134","32.330537","0.95","4727.17","1993","4","3","2747","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Concrete, Mexican Tile","0"
"3380","21704780","559000","85715","-110.849297","32.259137","0.41","5791.67","1978","4","4","3624","2","Dishwasher, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile","48"
"3381","21714696","578000","85718","-110.960042","32.330616","1.09","4445.7","1978","4","3","3032","2","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Natural Stone","0"
"3382","21722211","575000","85750","-110.849852","32.276486","0.73","4546.62","1983","4","3","3373","2","Dishwasher, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite","2","Carpet, Wood","78.09"
"3383","21802462","584000","85737","-110.988578","32.403838","0.9","7247.93","2001","3","3","2823","2.5","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Cabinet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Dacor Convection, Oven: Dacor","1","Carpet, Mexican Tile","45"
"3384","21816624","534150","85641","-110.670918","32.098619","1.66","10041.41","2006","3","3","4716","2","Dishwasher, Electric Range, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: solid surface, Microwave: yes, Oven: convection","2","Ceramic Tile, Concrete, Wood, Other: Porcelain Tile","83"
"3385","3059457","585000","85614","-110.942704","31.897662","0.21","4578.68","2011","4","5","list(3291)","2","Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave, Oven","2","Carpet, Ceramic Tile","158"
"3386","21908532","588000","85716","-110.932234","32.228931","0.15","5656","1974","4","4","3146","2","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite","1","Carpet, Ceramic Tile, Wood","78.09"
"3387","21306133","518000","85646","-110.923241","31.603104","36","2547","2006","2","3","3048","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","0","Mexican Tile","32"
"3388","21715582","595000","85745","-111.104988","32.288339","3.4","5645.57","1999","4","3","2900","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave","3","Concrete","17"
"3389","21908254","597500","85745","-110.98652","32.218465","0.09","3403.39","2007","2","3","1780","0","Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Microwave: Stainless, Oven: Stainless","0","Concrete","75"
"3390","21830022","550000","85718","-110.910791","32.289535","0.81","5570.51","1997","4","3","2581","3","Desk, Dishwasher, Double Sink, Electric Range, Pantry: Walk-In, Refrigerator, Appliance Color: White, Microwave: White, Oven: White","1","Carpet, Ceramic Tile, Laminate, Other: Wood like","52"
"3391","21703883","595500","85749","-110.781931","32.293912","0.76","5900.56","1996","5","4","3734","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","17"
"3392","21306237","589500","85743","-111.095442","32.312489","3.31","5635","2005","4","3","2919","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Natural Stone","30"
